📺电视,#genre#
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=12028


广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3

广东珠江,http://183.62.8.58:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0


广东经济,http://27.39.122.4:9901/tsfile/live/1029_1.m3u8?key=txiptv
广东体育,http://27.39.122.4:9901/tsfile/live/1027_1.m3u8?key=txiptv
广东珠江,http://27.39.122.4:9901/tsfile/live/1025_1.m3u8?key=txiptv




广东新闻,http://107.150.60.122/live/gdxwa.m3u8
广东珠江,http://107.150.60.122/live/gdzja.m3u8
嘉佳卡通,http://107.150.60.122/live/gdjjkt.m3u8
岭南戏曲,http://107.150.60.122/live/gdlnxq.m3u8
广东少儿,http://107.150.60.122/live/gdtvs5.m3u8
广东体育,http://107.150.60.122/live/gdty.m3u8
广东民生,http://107.150.60.122/live/gdgga.m3u8

广州新闻,http://rihou.cc:555/tv/[Cx]广州新闻
广州综合,http://r.jdshipin.com/iR6Gq

广州综合,http://rihou.cc:555/tv/[Cx]广州综合
广州新闻,http://rihou.cc:555/tv/[Cx]广州南国

广东珠江,http://107.150.60.122/live/gdzj.m3u8
广东体育,http://107.150.60.122/live/gdty.m3u8
广东新闻,http://107.150.60.122/live/gdxw.m3u8



广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&amp;txSecret=7e4590b2320037d7ce49ce9eac2dd6c0
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=67e63c64fe4cb086ab4fe9e3655e58ee&txTime=190717f37c2
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=f4fb3721d07d40e3dc7224dfaffe27f7&txTime=190717f37c2






广东.番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv

东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8

汕尾新闻综合,https://iswtv.swrtv.com/live/xwzhpd.m3u8
汕头经济生活,https://iswtv.swrtv.com/live/whshpd.m3u8


中山综合,http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8


深圳都市,http://120.233.73.4:19901/tsfile/live/1037_1.m3u8?key=txiptv
深圳少儿,http://120.233.73.4:19901/tsfile/live/1035_1.m3u8?key=txiptv
深圳电视剧,http://120.233.73.4:19901/tsfile/live/1036_1.m3u8?key=txiptv

深圳都市,http://111.221.137.234:44330/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://111.221.137.234:44330/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0


广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
嘉佳卡通,http://38.75.136.137:98/gslb/dsdqpub/gdjjkt.m3u8?auth=testpub
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub

广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub

广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
广西综艺,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
广西移动,http://38.75.136.137:98/gslb/dsdqpub/gxyd.m3u8?auth=testpub

广西影视,http://107.150.60.122/live/gxys.m3u8
广西综艺,http://107.150.60.122/live/gxzy.m3u8
广西都市,http://107.150.60.122/live/gxds.m3u8
广西新闻,http://107.150.60.122/live/gxxw.m3u8
广西国际,http://107.150.60.122/live/gxgj.m3u8



南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视,http://hls.nntv.cn/nnlive/YSYL_244.m3u8


南宁新闻,http://688b7cbf9b7a8d911a085372b6c70ab5.livehwc3.cn/hls.nntv.cn/nnlive/XWZH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d1391be1fc200f8e4700c5d82b44edae
南宁影视,http://688b7cbf9b7a8d911a085372b6c70ab5.livehwc3.cn/hls.nntv.cn/nnlive/YSYL_244.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=e7eb508555e76e08cc1b198d04f41fb5
南宁文旅,http://615bbf179ba53515dccad7b1da5d1ad9.livehwc3.cn/hls.nntv.cn/nnlive/WLSH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=2598844eaee8a4265e706fc14b3fc11d

南宁新闻,http://0c3f05c395629abef3b305c5f57b6321.livehwc3.cn/hls.nntv.cn/nnlive/XWZH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=f28afa8536c98087f222409d3cd06ef8
南宁文旅,http://0c3f05c395629abef3b305c5f57b6321.livehwc3.cn/hls.nntv.cn/nnlive/WLSH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=729632e80e1c98c84e00c4aaa5e243f6
南宁影视,http://0c3f05c395629abef3b305c5f57b6321.livehwc3.cn/hls.nntv.cn/nnlive/YSYL_244.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=75500f114ddda18e8202cca1d3eeafde
南宁新闻,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅,http://hls.nntv.cn/nnlive/WLSH_24.m3u8






苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8



苏州4k,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8

苏州4k,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8



镇江综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=6db346fad039327b1223d983-171280258830822&wsIPSercert=0f540f265a90d9637de4bfc98dba8554
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8?wsSession=7525bc2371fef9193fbdbeb8-171280267129975&wsIPSercert=0f540f265a90d9637de4bfc98dba8554
镇江综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
镇江民生,rtmp://zjtv-wshls.homecdn.com/live/2aa16
镇江综合,rtmp://zjtv-wshls.homecdn.com/live/2aa50

金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd

张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/_definst_/xinwenzonghe_app/chunklist.m3u8
张家港民生,http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8
滨海1,http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
滨海新闻,http://binhai-tv-hls.cm.jstv.com/binhai-tv/news.m3u8



浙江新闻频道,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江少儿频道,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江教育频道,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江钱江频道,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8

浙江新闻频道,http://183.129.255.66:8480/hls/25/index.m3u8 
浙江经济生活,http://183.129.255.66:8480/hls/26/index.m3u8 
浙江教育频道,http://183.129.255.66:8480/hls/24/index.m3u8 
杭州综合HD,http://183.129.255.66:8480/hls/19/index.m3u8 
杭州明珠HD,http://183.129.255.66:8480/hls/20/index.m3u8 
杭州生活HD,http://183.129.255.66:8480/hls/21/index.m3u8 
杭州影视HD,http://183.129.255.66:8480/hls/22/index.m3u8


NBTV-1,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.168:5140
NBTV-2,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.178:5140
NBTV-3,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.179:5140
NBTV-4,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.180:5140

杭州综合HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.173:5140
杭州明珠HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.174:5140
杭州生活HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.175:5140
杭州影视HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.176:5140
杭州导视HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.182:5140
温州新闻HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.87:5140
衢州公共HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.202.12:5140
绍兴新闻HD,http://zj-zb-lt.sohu.blog:7912/rtp/233.50.201.156:5140

嘉兴新闻,https://play.yunxya.com/channellive/xinwen.m3u8

浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed?
浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
象山新闻综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39


四川经济,http://222.214.208.34:59901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
四川影视,http://222.214.208.34:59901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
四川妇儿,http://222.214.208.34:59901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
四川文化,http://222.214.208.34:59901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
峨嵋电影,http://222.214.208.34:59901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
乐山文旅,http://222.214.208.34:59901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0


四川新闻,http://183.223.157.33:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
四川经济,http://183.223.157.33:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
四川科教,http://183.223.157.33:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
四川文化,http://183.223.157.33:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
峨嵋电影,http://183.223.157.33:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0


四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8



移动戏曲,https://dxtx.hntv.tv/live/ydxq.m3u8?txSecret=caad41b421fdab7fa0dfbaf96f59f9f0&txTime=7B2E515F&wsSecret=b3005c6a91aa52d0a6d8084955f722a5&wsTime=1767427239
河南梨园,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=adc7e892a3a2e7997dd73fa2d84fcbb3&wsTime=1767427239
河南梨园,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=325333af50693dea618981d3642e2961&wsTime=1772978414

河南曲艺,https://dxtx.hntv.tv/live/jczy.m3u8?txSecret=e785008e49564e5e738439b4dd2ae68e&txTime=7C4C6207&wsSecret=affce5afa2f48b3b8b222835e150361d&wsTime=1772978414
河南梨园,http://183.196.87.176:880/hls/57/index.m3u8


河南都市,http://1.94.31.214/php/hntv.php?id=hnds
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
河南曲艺,http://1.94.31.214/php/hntv.php?id=jczy
河南法治,http://1.94.31.214/php/hntv.php?id=hmfz
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
大象视界,http://1.94.31.214/php/hntv.php?id=xsj





河南都市,http://42.227.89.129:9003/hls/18/index.m3u8
河南法治,http://42.227.89.129:9003/hls/20/index.m3u8
河南新闻,http://42.227.89.129:9003/hls/22/index.m3u8
河南乡村,http://42.227.89.129:9003/hls/24/index.m3u8
文物宝库,http://42.227.89.129:9003/hls/26/index.m3u8
河南梨园,http://124.93.18.239:9003/hls/62/index.m3u8


文物宝库,http://58.245.255.38:8888/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://58.245.255.38:8888/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0

文物宝库,https://dxtx.hntv.tv/live/wwbk.m3u8?txSecret=317b89626134fd6bea6e129455b5ff18&txTime=7C4C635C&wsSecret=0b01b36f3992f9212542f35b65c9d753&wsTime=1772978414
武术世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=2af9234b703826bbfb4e4e4440253db9&wsTime=1772978414


河南都市,http://www.lwfz.fun:8800/rtp/239.16.20.164:11640
河南民生,http://www.lwfz.fun:8800/rtp/239.16.20.165:11650



河南民生,http://php.jdshipin.com:8880/hntv.php?id=hnms
河南都市,http://php.jdshipin.com:8880/hntv.php?id=hnds
河南公共,http://php.jdshipin.com:8880/hntv.php?id=hngg
河南新闻,http://php.jdshipin.com:8880/hntv.php?id=hnxw
河南电视剧,http://php.jdshipin.com:8880/hntv.php?id=hndsj
河南乡村,http://php.jdshipin.com:8880/hntv.php?id=hnxc
河南法治,http://php.jdshipin.com:8880/hntv.php?id=hmfz
河南曲艺,http://php.jdshipin.com:8880/hntv.php?id=jczy
河南梨园,http://php.jdshipin.com:8880/hntv.php?id=hnly
文物宝库,http://php.jdshipin.com:8880/hntv.php?id=wwbk
武术世界,http://php.jdshipin.com:8880/hntv.php?id=wspd
移动戏曲,http://php.jdshipin.com:8880/hntv.php?id=ydxj
大象视界,http://php.jdshipin.com:8880/hntv.php?id=xsj


文物宝库,http://www.lizhinas.top:1009/rtp/239.252.220.158:5140
武术世界,http://www.lizhinas.top:1009/rtp/239.252.220.180:5140

文物宝库,http://live.dxhmt.cn:9080/19903718786/503136115d714e6796389709a5c74f77.m3u8

河南曲艺,https://dxtx.hntv.tv/live/jczy.m3u8?txSecret=e785008e49564e5e738439b4dd2ae68e&txTime=7C4C6207&wsSecret=af2f24456d113f545076a15ddb44d21f&wsTime=1771595997
文物宝库,https://dxtx.hntv.tv/live/wwbk.m3u8?txSecret=317b89626134fd6bea6e129455b5ff18&txTime=7C4C635C&wsSecret=76a1db1ff7f6ea47be3d8d0a1fcf5924&wsTime=1771595997
武术世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=14509eeeae83d0bdeb0c20842e69dbd0&wsTime=1771595997




河北经济,http://106.8.17.2:14258/rtp/239.254.200.18:6000
河北经济,http://111.226.211.35:8188/rtp/239.254.200.18:6000
河北经济,http://yaching.xmtcenter.com:9999/rtp/239.254.200.18:6000
河北都市,http://106.8.17.2:14258/rtp/239.254.200.19:6000
河北都市,http://111.226.211.35:8188/rtp/239.254.200.19:6000
河北都市,http://yaching.xmtcenter.com:9999/rtp/239.254.200.19:6000
河北影视,http://106.8.17.2:14258/rtp/239.254.200.20:6000
河北影视,http://111.226.211.35:8188/rtp/239.254.200.20:6000
河北影视,http://yaching.xmtcenter.com:9999/rtp/239.254.200.20:6000
河北少儿,http://106.8.17.2:14258/rtp/239.254.200.21:6000
河北少儿,http://111.226.211.35:8188/rtp/239.254.200.21:6000
河北少儿,http://yaching.xmtcenter.com:9999/rtp/239.254.200.21:6000
河北公共,http://106.8.17.2:14258/rtp/239.254.200.22:6000
河北公共,http://111.226.211.35:8188/rtp/239.254.200.22:6000
河北公共,http://yaching.xmtcenter.com:9999/rtp/239.254.200.22:6000
河北农民,http://106.8.17.2:14258/rtp/239.254.200.23:6000
河北农民,http://111.226.211.35:8188/rtp/239.254.200.23:6000
河北农民,http://yaching.xmtcenter.com:9999/rtp/239.254.200.23:6000
河北杂技,http://106.8.17.2:14258/rtp/239.254.201.139:7203
河北杂技,http://111.226.211.35:8188/rtp/239.254.201.139:7203
河北杂技,http://yaching.xmtcenter.com:9999/rtp/239.254.201.139:7203
睛彩河北,http://106.8.17.2:14258/rtp/239.254.200.27:6000
睛彩河北,http://111.226.211.35:8188/rtp/239.254.200.27:6000
睛彩河北,http://yaching.xmtcenter.com:9999/rtp/239.254.200.27:6000

河北都市,http://27.188.8.27:9901/tsfile/live/1029_1.m3u8
河北影视,http://27.188.8.27:9901/tsfile/live/1034_1.m3u8
河北公共,http://27.188.8.27:9901/tsfile/live/1007_1.m3u8
河北经济,http://27.188.8.27:9901/tsfile/live/1008_1.m3u8
河北农民,http://27.188.8.27:9901/tsfile/live/1009_1.m3u8
河北少儿,http://27.188.8.27:9901/tsfile/live/1010_1.m3u8

河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
河北农民,http://1.94.31.214/php/hebei.php?id=nmpd
河北经济,http://1.94.31.214/php/hebei.php?id=jjsh



山西影视,http://1.69.112.16:9901/tsfile/live/1005_1.m3u8?key=txiptv
山西影视,http://1.69.113.125:9901/tsfile/live/1005_1.m3u8?key=txiptv
山西影视,http://1.69.114.5:9901/tsfile/live/1005_1.m3u8?key=txiptv
山西影视,http://1.69.115.27:9901/tsfile/live/1005_1.m3u8?key=txiptv
山西黄河,http://1.69.112.16:9901/tsfile/live/1007_1.m3u8?key=txiptv
山西黄河,http://1.69.113.125:9901/tsfile/live/1007_1.m3u8?key=txiptv
山西黄河,http://1.69.114.5:9901/tsfile/live/1007_1.m3u8?key=txiptv
山西黄河,http://1.69.115.27:9901/tsfile/live/1007_1.m3u8?key=txiptv
山西文体生活,http://1.69.112.16:9901/tsfile/live/1003_1.m3u8?key=txiptv
山西文体生活,http://1.69.113.125:9901/tsfile/live/1003_1.m3u8?key=txiptv
山西文体生活,http://1.69.114.5:9901/tsfile/live/1003_1.m3u8?key=txiptv
山西文体生活,http://1.69.115.27:9901/tsfile/live/1003_1.m3u8?key=txiptv
山西社会,http://1.69.112.16:9901/tsfile/live/1004_1.m3u8?key=txiptv
山西社会,http://1.69.113.125:9901/tsfile/live/1004_1.m3u8?key=txiptv
山西社会,http://1.69.114.5:9901/tsfile/live/1004_1.m3u8?key=txiptv
山西社会,http://1.69.115.27:9901/tsfile/live/1004_1.m3u8?key=txiptv
山西经济,http://1.69.112.16:9901/tsfile/live/1006_1.m3u8?key=txiptv
山西经济,http://1.69.113.125:9901/tsfile/live/1006_1.m3u8?key=txiptv
山西经济,http://1.69.114.5:9901/tsfile/live/1006_1.m3u8?key=txiptv
山西经济,http://1.69.115.27:9901/tsfile/live/1006_1.m3u8?key=txiptv

谍战剧场,http://1.69.112.16:9901/tsfile/live/1019_1.m3u8?key=txiptv
谍战剧场,http://1.69.113.125:9901/tsfile/live/1019_1.m3u8?key=txiptv
谍战剧场,http://1.69.114.5:9901/tsfile/live/1019_1.m3u8?key=txiptv
谍战剧场,http://1.69.115.27:9901/tsfile/live/1019_1.m3u8?key=txiptv
星影,http://1.69.112.16:9901/tsfile/live/1026_1.m3u8?key=txiptv
星影,http://1.69.113.125:9901/tsfile/live/1026_1.m3u8?key=txiptv
星影,http://1.69.114.5:9901/tsfile/live/1026_1.m3u8?key=txiptv
星影,http://1.69.115.27:9901/tsfile/live/1026_1.m3u8?key=txiptv
武侠剧场,http://1.69.112.16:9901/tsfile/live/1027_1.m3u8?key=txiptv
武侠剧场,http://1.69.113.125:9901/tsfile/live/1027_1.m3u8?key=txiptv
武侠剧场,http://1.69.114.5:9901/tsfile/live/1027_1.m3u8?key=txiptv
武侠剧场,http://1.69.115.27:9901/tsfile/live/1027_1.m3u8?key=txiptv
热播剧场,http://1.69.112.16:9901/tsfile/live/1016_1.m3u8?key=txiptv
热播剧场,http://1.69.113.125:9901/tsfile/live/1016_1.m3u8?key=txiptv
热播剧场,http://1.69.114.5:9901/tsfile/live/1016_1.m3u8?key=txiptv
热播剧场,http://1.69.115.27:9901/tsfile/live/1016_1.m3u8?key=txiptv

精选,http://1.69.112.16:9901/tsfile/live/1022_1.m3u8?key=txiptv
精选,http://1.69.113.125:9901/tsfile/live/1022_1.m3u8?key=txiptv
精选,http://1.69.114.5:9901/tsfile/live/1022_1.m3u8?key=txiptv
精选,http://1.69.115.27:9901/tsfile/live/1022_1.m3u8?key=txiptv






山西影视,http://113.26.251.182:8009/hls/21/index.m3u8
山西文体生活,http://113.26.251.182:8009/hls/23/index.m3u8
山西社会,http://113.26.251.182:8009/hls/22/index.m3u8
山西经济,http://113.26.251.182:8009/hls/20/index.m3u8
山西黄河,http://113.26.251.182:8009/hls/24/index.m3u8

吕梁-1,http://113.26.251.182:8009/hls/25/index.m3u8
吕梁-2,http://113.26.251.182:8009/hls/26/index.m3u8

山西经济,http://171.116.255.11:9003/hls/52/index.m3u8
山西社会,http://171.116.255.11:9003/hls/53/index.m3u8
山西文体生活,http://171.116.255.11:9003/hls/54/index.m3u8
山西黄河,http://171.116.255.11:9003/hls/55/index.m3u8




安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8





安徽公共,http://hsza.f3322.net:4000/rtp/238.1.79.43:4456
安徽科教,http://hsza.f3322.net:4000/rtp/238.1.79.40:4432







儋州综合频道,http://36009.hlsplay.aodianyun.com/tv_radio_36009/tv_channel_1330.m3u8?auth_key=4854915849-0-0-5cf8df0f6f82fbb8da58b60f011965c3


无锡新闻,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡都市,http://stream.thmz.com/wxtv3/playlist.m3u8	
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8

赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8



云南都市频道,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8
云南娱乐频道,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8




南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
南京新闻,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
南京文旅,http://nklive.nbs.cn/hls/9b2005c4-046c-422f-ba45-e6adc4f4de07/index.m3u8






江西七套,http://czkeji.vip:9000/rtp/239.252.220.100:5140$江西cmc1+
江西三套,http://czkeji.vip:9000/rtp/239.252.219.173:5140$江西cmc1+
江西二套,http://czkeji.vip:9000/rtp/239.252.220.238:5140$江西cmc1+
江西五套,http://czkeji.vip:9000/rtp/239.252.220.102:5140$江西cmc1+
江西六套,http://czkeji.vip:9000/rtp/239.252.219.113:5140$江西cmc1+
江西教育,http://czkeji.vip:9000/rtp/239.252.219.115:5140$江西cmc1+

江西六套,http://107.150.60.122/live/jxtv6.m3u8
江西七套,http://107.150.60.122/live/jxtv7.m3u8

江西二套,http://192.151.150.154/live/jxtv2.m3u8
江西三套,http://192.151.150.154/live/jxtv3.m3u8
江西五套,http://192.151.150.154/live/jxtv5.m3u8
江西移动电视,http://192.151.150.154/live/jxtv8.m3u8
江西陶瓷频道,http://192.151.150.154/live/jxtv10.m3u8

湖南经视,http://116.128.243.121:9905/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://116.128.243.121:9905/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://116.128.243.121:9905/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://116.128.243.121:9905/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电视剧,http://116.128.243.121:9905/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
湖南爱晚,http://116.128.243.121:9905/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://116.128.243.121:9905/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://116.128.243.121:9905/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://116.128.243.121:9905/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0


湖南国际,http://113.241.133.180:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://113.241.133.180:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://113.241.133.180:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://113.241.133.180:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://113.241.133.180:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.241.133.180:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南爱晚,http://113.241.133.180:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://113.241.133.180:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0




湖南爱晚,http://220.168.79.68:8082/hls/19/index.m3u8
湖南娱乐,http://220.168.79.68:8082/hls/20/index.m3u8

湖南娱乐,http://107.150.60.122/live/hnyl.m3u8
